Country,State,District,Year,Class Studying,"Schools Surveyed (UOM:Number), Scaling Factor:1","Students Surveyed (UOM:Number), Scaling Factor:1","Average Performance Of Students On E302 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On E303 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On E304 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On E305 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On E307 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On E309 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On E310 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On E311 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On E313 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On E314 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On L304 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On L312 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On M301 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On M302 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On M303 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On M304 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On M305 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On M306 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On M309 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On M311 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On M312 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On M317 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On M318 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On M319 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1"
India,Arunachal Pradesh,East Kameng,"Calendar Year (Jan - Dec), 2017",3,174,2112,32.95,39.48,48.59,47.37,49.15,42.58,41.48,31.25,25.65,42.61,50.47,43.41,41.18,61.51,36.26,47.73,39.2,30.68,67.36,31.37,17.29,53.27,36.12,62.93
India,Arunachal Pradesh,East Siang,"Calendar Year (Jan - Dec), 2017",3,165,2445,27.98,34.34,40.04,41.53,40.11,30.55,29.45,31.53,16.92,40.61,40.02,38.23,42.96,39.39,30.75,35.09,32.52,28.83,61.35,34.61,22.47,51.04,34.91,57.67
India,Arunachal Pradesh,Kra Daadi,"Calendar Year (Jan - Dec), 2017",3,171,1146,42.93,43.89,54.98,60.99,61.73,54.46,47.12,42.41,32.22,57.33,57.46,50.68,62.87,77.49,51.66,55.1,52.88,39.27,78.65,36.14,18.89,77.49,40.03,69.63
India,Arunachal Pradesh,Kurung Kumey,"Calendar Year (Jan - Dec), 2017",3,135,1122,51.34,53.53,61.64,67.25,67.21,62.75,52.67,45.72,36.47,62.83,66.98,60.7,54.41,75.13,54.94,62.3,52.14,48.93,77.57,37.25,21.76,72.19,51.68,72.46
India,Arunachal Pradesh,Lohit,"Calendar Year (Jan - Dec), 2017",3,144,1848,45.62,48.47,56.76,56.82,56.3,47.98,44.32,41.72,29.83,59.58,59.25,54.32,50.93,56.98,49.2,56.09,50.32,47.24,76.29,29.6,16.61,61.36,43.86,70.62
India,Arunachal Pradesh,Longding,"Calendar Year (Jan - Dec), 2017",3,168,2706,38.91,39.46,47.62,45.73,46.88,43.6,36.47,34.26,29.93,45.34,48.47,40.91,43.17,55.65,42.6,49.83,42.79,36.59,63.37,32.75,28.57,60.2,40.86,55.21
India,Arunachal Pradesh,Lower Dibang Valley,"Calendar Year (Jan - Dec), 2017",3,147,2193,38.85,43.85,45.76,45.35,47.42,46.11,38.85,39.12,25.14,38.71,43.97,43.67,44.91,50.48,31.72,46.92,39.95,35.7,62.99,27.88,24.58,56.63,41.12,54.31
India,Arunachal Pradesh,Lower Subansiri,"Calendar Year (Jan - Dec), 2017",3,165,1062,40.96,36,52.55,58.62,56.85,43.58,38.7,40.68,38.29,55.37,57.18,50.06,54.75,64.97,44.53,47.6,47.74,36.16,78.64,36.87,17.14,71.47,41.19,67.8
India,Arunachal Pradesh,Namsai,"Calendar Year (Jan - Dec), 2017",3,183,2142,34.59,43.93,48.84,46.01,46.58,42.93,42.3,37.39,26.3,41.6,49.93,47.96,41.71,55.32,36.25,51.68,39.36,39.64,63.58,33.7,21.97,58.68,35.92,57.42
India,Arunachal Pradesh,Papum Pare,"Calendar Year (Jan - Dec), 2017",3,174,2547,40.87,46.32,55.04,60.66,57.87,38.32,45.94,42.87,27.55,59.95,56.83,53,54.79,60.19,45.2,48.88,42.64,39.22,81.02,40.89,23.99,62.54,39.74,71.97
India,Arunachal Pradesh,Siang,"Calendar Year (Jan - Dec), 2017",3,105,810,48.15,56.8,67.47,67.41,68.8,68.97,58.52,58.52,50.4,67.78,67,63.04,66.55,75.19,59.42,59.26,62.59,57.04,82.28,47.59,40,71.85,59.23,78.89
India,Arunachal Pradesh,Tawang,"Calendar Year (Jan - Dec), 2017",3,132,1152,44.53,48.96,54.4,60.55,61.89,51.04,46.88,44.53,41.15,57.29,59.77,53.13,60.94,67.19,50.83,51.56,52.6,40.89,73.78,37.5,29.69,62.76,46.22,77.86
India,Arunachal Pradesh,Tirap,"Calendar Year (Jan - Dec), 2017",3,174,1575,54.1,54.51,61.13,63.71,66.5,57.65,47.81,48.95,29.51,62.1,67.12,64.3,61.57,67.81,51.39,58.95,48.19,43.81,75.42,45.55,24.59,71.43,46.59,72.38
India,Arunachal Pradesh,Upper Siang,"Calendar Year (Jan - Dec), 2017",3,102,921,31.6,35.37,37.96,41.86,39.19,33.75,34.53,30.62,22.45,40.39,43.39,35.24,49.69,47.56,28.42,39.74,36.48,27.04,56.17,30,20.41,47.56,32.11,50.49
India,Arunachal Pradesh,Upper Subansiri,"Calendar Year (Jan - Dec), 2017",3,156,1800,36.17,38.57,46.57,48.67,49.51,44.38,33.33,32.5,31.79,39.83,48.98,44.07,48.59,63.33,40.07,44.75,37.33,29.5,72.05,32.5,25.71,63.17,38.62,60.83
India,Arunachal Pradesh,West Kameng,"Calendar Year (Jan - Dec), 2017",3,183,2370,31.27,32.55,44.95,53.86,51.38,34.48,38.35,29.37,29.69,48.1,48.2,43.54,44.83,50.38,38.22,41.96,38.73,36.58,70.7,29.56,18.23,56.58,33.5,67.34
India,Arunachal Pradesh,West Siang,"Calendar Year (Jan - Dec), 2017",3,183,2196,53.14,50.89,60.1,65.64,67.05,49.49,54.1,50.55,34.32,67.49,64.64,59.56,60.53,65.98,53.98,54.78,55.19,42.21,82.62,48.22,25.74,70.63,47.73,78.42
India,Assam,Baksa,"Calendar Year (Jan - Dec), 2017",3,183,2307,59.17,67.89,69.76,73.21,72.25,58.55,70.74,59.17,40.21,75.81,72.8,66.5,68.39,76.98,61.23,68.53,64.63,73.21,81.08,61.4,38.38,73.99,54.92,82.83
India,Assam,Barpeta,"Calendar Year (Jan - Dec), 2017",3,183,3495,64.46,75.87,71.41,75.28,73.83,71.84,76.31,57.77,43.53,77,77.55,74.4,74.45,78.71,67.81,73,68.93,75.97,84.8,56.49,44.76,81.8,65.05,83.18
India,Assam,Bongaigaon,"Calendar Year (Jan - Dec), 2017",3,183,3348,71.95,82.52,73.48,80.69,79.79,67.98,84.05,67.47,59.21,80.56,80.45,76.54,73.97,84.68,76.03,78.58,78.67,79.39,90.9,65.41,56.77,87.01,71.42,87.99
India,Assam,Cachar,"Calendar Year (Jan - Dec), 2017",3,183,3102,61.7,76.95,69.41,70.41,74.23,63.41,68.18,63.93,50.98,75.15,71.71,69.07,73.28,74.95,66.1,76.74,65.28,72.44,80.66,53.26,45.51,80.56,63.22,85.3
India,Assam,Chirang,"Calendar Year (Jan - Dec), 2017",3,174,2667,59.17,68.17,67.21,73.34,71.96,61.54,70.42,62.77,45.61,73.23,75.02,70.3,65.71,79.08,63.62,74.18,66.03,66.25,86.26,56.41,45.13,82.9,58.98,84.25
India,Assam,Darrang,"Calendar Year (Jan - Dec), 2017",3,183,3480,65.26,75.61,72.13,74.61,73.45,63.92,72.41,56.64,42.39,73.19,75.98,71.26,69.33,78.62,68.02,73.71,69.14,71.29,84.35,65.12,52.6,77.93,65.63,80.86
India,Assam,Dhemaji,"Calendar Year (Jan - Dec), 2017",3,183,2400,53.25,63.66,57.34,63.38,62.71,54.14,59.88,52.75,29.71,68.88,61.91,56.75,59.57,62.38,52.99,54.94,55.38,54.25,72.22,46.57,27.85,60.75,43.18,70
India,Assam,Dhubri,"Calendar Year (Jan - Dec), 2017",3,183,3522,56.9,68.84,66.42,71.64,70.75,63.56,68.82,56.56,38.18,75.38,71.31,69.64,68.9,75.38,62.25,68.57,62.95,66.35,82.99,52.2,48.46,74.96,62.51,75.21
India,Assam,Dibrugarh,"Calendar Year (Jan - Dec), 2017",3,180,2820,55.43,60.95,62.02,66.01,65.54,57.2,65.74,52.98,39.48,70,67.74,62.72,61.17,68.09,54.51,67.18,57.55,62.66,81.16,49.48,32.1,76.91,54.46,77.77
India,Assam,Dima Hasao,"Calendar Year (Jan - Dec), 2017",3,156,1542,60.89,58.68,64.58,69.07,74.49,58.09,51.36,54.28,41.74,68.48,67.26,60.82,65.44,83.07,57.46,71.4,59.73,55.06,79.76,44.85,33.06,77.04,51.1,76.26
India,Assam,Goalpara,"Calendar Year (Jan - Dec), 2017",3,180,3240,54.26,71.56,65.62,71.85,71.64,61.2,70.46,56.57,32.77,71.3,69.4,68.56,65.03,73.06,61.68,67.18,65.19,71.11,85.97,55.37,37.85,72.69,57.33,82.31
India,Assam,Golaghat,"Calendar Year (Jan - Dec), 2017",3,183,2457,51.53,59.63,56.66,60.32,61.16,52.5,60.2,45.3,26.65,65.45,64.14,60,54.43,59.34,46.87,60.99,56.53,54.95,78.55,50.68,27.18,67.64,45.72,74.48
India,Assam,Hailakandi,"Calendar Year (Jan - Dec), 2017",3,180,2391,54.2,71.05,68.13,73.02,73.35,64.75,66.75,60.6,49.21,74.15,73.49,70.97,69.3,80.55,67.13,78.54,64.37,70.26,82.75,38.61,46.32,78.54,59.41,80.68
India,Assam,Jorhat,"Calendar Year (Jan - Dec), 2017",3,183,2388,58.54,70.2,60.22,69.47,66.68,49.75,66.08,53.39,36.62,68.97,65.89,63.07,67.63,71.73,57.23,63.51,60.55,63.69,78.02,55,37.37,76.38,54.35,79.52
India,Assam,Kamrup,"Calendar Year (Jan - Dec), 2017",3,183,2691,57.53,78.57,66.24,72.52,73.09,62.42,74.14,57.75,33.41,77.93,72.16,67.96,71.17,78.26,63.67,68.78,64.21,68.78,85.2,55.72,41.01,75.36,54.67,82.16
India,Assam,Kamrup Metro,"Calendar Year (Jan - Dec), 2017",3,174,3384,55.59,62.83,65.64,71.59,69.9,55.14,68,57.18,41.01,76.68,69.1,66.12,68.29,68.44,57.81,67.73,61.08,65.78,82.3,50.27,23.73,76.68,53.12,78.28
India,Assam,Karbi Anglong,"Calendar Year (Jan - Dec), 2017",3,177,2574,60.72,72.86,68.42,69.87,71.58,67.93,69.7,57.58,47.68,72.73,68.51,69.93,68.82,82.05,64.39,73.95,67.95,61.31,87.06,57.46,36.43,80.89,56.56,79.6
India,Assam,Karimganj,"Calendar Year (Jan - Dec), 2017",3,183,2973,48.64,68.25,59.83,67.15,65.87,63.24,62.87,52.98,47.84,65.39,69.41,65.13,58.6,75.18,61.94,69.17,60.14,67.91,79,34.78,44.54,72.96,57.32,78.2
India,Assam,Kokrajhar,"Calendar Year (Jan - Dec), 2017",3,177,2559,66,75.47,74.27,77.9,78.24,74.36,77.37,68.23,41.51,81.59,78.37,75.85,76.46,77.02,71.99,78.43,72.33,76.44,87.24,61.77,56.6,80.66,61.2,85.11
India,Assam,Lakhimpur,"Calendar Year (Jan - Dec), 2017",3,180,2760,63.37,70.41,69.9,77.5,76.4,62.8,76.96,61.2,40.39,79.46,74.42,70.35,73.74,76.3,68.05,70.27,68.48,69.35,82.94,51.64,34.77,79.24,61.43,81.63
India,Assam,Marigaon,"Calendar Year (Jan - Dec), 2017",3,183,3432,70.98,81.16,74.01,78.72,79.42,75.87,79.2,59.79,45.25,80.86,80.31,75.65,75.26,82.87,70.78,75.61,72.64,75,88.14,68.58,52.11,86.1,71.4,87.15
India,Assam,Nagaon,"Calendar Year (Jan - Dec), 2017",3,177,3660,71.48,88.74,79.8,85.86,85.7,77.76,87.13,70.66,61.59,88.61,85.65,82.84,78.57,91.15,79.22,84.43,84.51,87.3,91.83,67.69,57.78,86.56,75.91,87.38
India,Assam,Nalbari,"Calendar Year (Jan - Dec), 2017",3,180,2667,67.27,77.73,74.79,78.85,78.8,72.16,83.58,67.94,39.34,83.69,76.9,76.85,72.38,81.21,71.18,75.42,70.75,76.6,87.41,65.52,45.02,82.56,57.53,84.36
India,Assam,Sivasagar,"Calendar Year (Jan - Dec), 2017",3,183,2190,59.18,62.98,60.48,71.78,66.71,60.05,70.14,48.77,40.06,73.97,66.95,65.34,60.46,65.07,56.95,66.16,61.92,67.67,81.14,55.43,33.98,70,50.69,76.58
India,Assam,Sonitpur,"Calendar Year (Jan - Dec), 2017",3,183,3033,61.72,74.9,71.4,75.47,74.64,69.98,78.24,61.62,41.77,75.57,76.02,71.77,67.35,79.03,65.05,73.44,68.84,75.77,84.1,55.56,41.77,77.25,62.33,82.79
India,Assam,Tinsukia,"Calendar Year (Jan - Dec), 2017",3,183,3318,52.53,65.64,60.21,70.3,63.93,57.37,66.46,50.54,33.64,70.07,60.96,60.29,61.69,59.76,51.88,60.94,61.75,63.92,80.8,57.73,28.36,71.52,47.19,76.22
India,Assam,Udalguri,"Calendar Year (Jan - Dec), 2017",3,183,2877,57.46,70.09,67.38,72.78,68.55,67.21,68.4,57.98,41.67,72.68,75.22,68.28,66.8,76.33,65.38,73.72,59.12,71.74,81.92,54.79,39.1,76.23,60.63,79.98
India,Bihar,Araria,"Calendar Year (Jan - Dec), 2017",3,180,4011,60.06,65.55,68.59,70.87,67.91,54.92,78.31,48.39,26.52,74.12,73.23,71.73,57.42,78.31,62.65,69.71,61.93,65.97,74.76,42.58,36.43,79.36,54.93,69.48
India,Bihar,Arwal,"Calendar Year (Jan - Dec), 2017",3,183,3549,51.48,56.1,61.01,63.78,59.07,53.46,66.36,44.13,25.25,67.2,61.46,60.27,55.06,74.05,55.76,63.99,59.09,61.03,72.08,47.55,28.64,63.4,47.86,69.48
India,Bihar,Aurangabad,"Calendar Year (Jan - Dec), 2017",3,180,3564,56.99,59.9,64.73,67.76,65.32,56.39,72.98,49.33,37.94,70.88,70.44,66.23,57.07,77.19,56.77,66.16,61.11,58.67,76.86,43.61,33.78,74.16,53.26,69.87
India,Bihar,Banka,"Calendar Year (Jan - Dec), 2017",3,183,3249,50.69,59.57,65.35,68.28,66.59,57.28,73.59,50.51,26.17,67.41,69.43,64.76,55.67,76.18,61.04,65.88,58.54,62.51,72.63,34.78,27.26,71.1,51.94,70.18
India,Bihar,Begusarai,"Calendar Year (Jan - Dec), 2017",3,183,4392,58.81,59.26,64.44,69.23,65.44,47.95,72.47,48.57,33.52,71.65,68.8,69.19,58.65,77.32,63.42,65.64,61.68,62.98,76.23,45.84,40.59,72.47,54.27,73.98
India,Bihar,Bhagalpur,"Calendar Year (Jan - Dec), 2017",3,171,3915,51.03,49.92,60.89,63.3,61.6,52.45,68.89,47.05,26.19,61.15,63.34,59.52,51.3,70.73,53.62,64.87,52.03,63.3,76.51,40.03,40.58,67.97,48.41,65.44
India,Bihar,Bhojpur,"Calendar Year (Jan - Dec), 2017",3,180,3141,49.95,52.45,59.33,63.61,58.43,53.36,65.62,47.56,26.22,59.03,65.77,62.22,46.36,71.82,52.74,62.13,53.87,64.47,71.44,34.14,34.25,66.28,49.59,58.93
India,Bihar,Buxar,"Calendar Year (Jan - Dec), 2017",3,180,3678,49.84,62.24,65.37,70.51,67.33,60.59,68.76,46.41,32.74,70.88,68.34,67.42,56.49,76.92,60.11,64.07,61.09,62.56,75.04,47.13,38.57,71.94,51.99,70.07
India,Bihar,Darbhanga,"Calendar Year (Jan - Dec), 2017",3,174,3591,40.52,43.9,47.84,55.47,52,40.69,50.79,35.09,18.47,54.05,52.66,50.96,45.47,57.81,48.45,56.93,48.71,54.8,61.05,27.84,35.59,50.38,37.69,55.3
India,Bihar,Gaya,"Calendar Year (Jan - Dec), 2017",3,183,3738,55.78,57.19,64.22,70.18,66.42,56.62,71.03,53.13,31.18,68.7,70.48,68.94,66.35,74.64,64.92,72.07,63,68.62,74.16,52.47,40.87,72.47,56.36,73.68
India,Bihar,Gopalganj,"Calendar Year (Jan - Dec), 2017",3,177,3594,61.1,55.1,65.17,68.86,66.98,56.07,69.03,52.25,30.44,73.21,68.8,65.34,54.1,78.13,59.68,67.45,58.01,60.93,71.72,47.38,34.18,76.63,54.25,70.2
India,Bihar,Jamui,"Calendar Year (Jan - Dec), 2017",3,183,3756,56.15,59.26,67.21,70.57,70.92,58.32,72.04,48.16,25.76,75.48,72.9,70.06,60.3,80.75,60.29,71.37,63.26,61.1,73.09,46.43,28.82,78.43,54.45,76.92
India,Bihar,Jehanabad,"Calendar Year (Jan - Dec), 2017",3,180,3318,48.37,56.59,57.77,62.75,64.26,61.07,69.26,43.58,17.58,67.27,65.93,64.81,49.29,75.59,54.44,62.21,52.98,55.24,69.98,41.43,30.04,71.43,44.27,70.61
India,Bihar,Kaimur (Bhabua),"Calendar Year (Jan - Dec), 2017",3,183,4143,51.99,59.18,60.2,66.29,64.71,56.32,68.94,51.34,24.96,67.49,67.27,63.55,54.7,75.45,58.87,68.32,57.06,64.23,74.68,41.53,27.32,70.02,52.39,67.13
India,Bihar,Katihar,"Calendar Year (Jan - Dec), 2017",3,183,3888,52.16,56.9,61.88,66.05,64.84,58.37,70.6,47.15,28.22,66.67,65.42,66.11,58.99,72.45,58.77,65.86,55.17,58.95,68.37,41.78,31.78,72.07,52.09,69.21
India,Bihar,Khagaria,"Calendar Year (Jan - Dec), 2017",3,183,3921,53.79,56.18,63.61,64.12,66.08,56.9,68.17,48.58,29.62,68.86,66.85,67.07,60.2,75.9,57.75,67.41,58.61,56.24,73.09,37.42,29.16,74.9,53.76,72.61
India,Bihar,Kishanganj,"Calendar Year (Jan - Dec), 2017",3,138,2889,43.82,48.24,55.57,60.59,59.22,49.79,57.32,42.99,30.64,61.79,62.6,59.94,50.21,65.84,46.3,58.15,46.42,48.81,64.25,29.17,31.47,60.23,47.07,63.97
India,Bihar,Lakhisarai,"Calendar Year (Jan - Dec), 2017",3,183,4089,64.34,74.52,69.56,74.17,72.35,67.44,79.53,56.49,33.33,77.04,72.3,71.72,65.63,82.76,68.04,73.44,63.24,70.95,79.59,55.38,32.3,76.38,59.23,75.72
India,Bihar,Madhepura,"Calendar Year (Jan - Dec), 2017",3,183,3891,58.75,66.57,65.98,69.24,68.6,64.31,75.87,51.12,34.19,72.94,68.75,68.42,60.38,82.34,60.43,70.08,61.99,59.83,73.29,39.94,21.79,74.09,52.2,72.09
India,Bihar,Madhubani,"Calendar Year (Jan - Dec), 2017",3,183,4203,50.46,56.47,61.08,63.78,65.5,51.21,63.45,45.54,24.57,66.81,63.93,63.85,54.75,74.38,56.46,64.1,57.6,54.89,71.44,40.57,35.06,67.88,50.38,64.38
India,Bihar,Munger,"Calendar Year (Jan - Dec), 2017",3,165,3114,52.99,62.23,63.99,68.64,69.58,56.93,72.83,52.02,33.07,69.85,69.47,67.9,60.44,70.04,60.35,72.11,60.69,61.46,75.6,46.68,28.38,73.89,53.16,71
India,Bihar,Muzaffarpur,"Calendar Year (Jan - Dec), 2017",3,183,3927,55.46,61,65.63,67,68.27,63.38,70.36,47.14,27.62,72.27,70.28,67.56,53.15,72.42,58.9,65.05,59.05,60.73,73.42,37.85,24.73,72.19,54.24,68.98
India,Bihar,Nalanda,"Calendar Year (Jan - Dec), 2017",3,174,3381,60.78,64.8,65.49,74.36,67.62,58.81,77.37,54.84,38.45,72.32,68.76,69.69,55.5,78.79,61.9,68.59,64.33,65.48,75.67,37.35,38.27,74,54.32,73.74
India,Bihar,Nawada,"Calendar Year (Jan - Dec), 2017",3,183,3537,60.73,64.86,71.55,71.12,75.4,64.91,75.23,48.6,35.47,77.1,73.55,70.38,58.77,83.63,66.72,71.67,62.77,68.28,79.56,50.77,36.15,75.49,58.4,74.98
India,Bihar,Pashchim Champaran,"Calendar Year (Jan - Dec), 2017",3,180,4299,53.73,61.77,63.33,68.46,63.55,58.23,71.81,51.57,35.6,68.95,71.4,70.52,61.25,75.72,60.83,68.04,60.64,65.95,76.01,45.99,34.35,73.62,52.21,75.37
India,Bihar,Patna,"Calendar Year (Jan - Dec), 2017",3,174,3636,62.71,62.62,69.24,74.92,72.63,60.63,76.98,54.62,34.92,70.54,71.3,69.22,66.61,82.18,63.81,70.67,66.09,68.4,79.36,50.17,38.2,76.32,60.49,76.98
India,Bihar,Purbi Champaran,"Calendar Year (Jan - Dec), 2017",3,183,3825,52.86,53.27,55.56,60.47,56.92,51.82,63.69,46.67,19.31,56,62.12,58.1,43.36,65.41,50.55,61.96,50.12,54.59,68.02,32.39,34.74,60,47.52,58.35
India,Bihar,Purnia,"Calendar Year (Jan - Dec), 2017",3,177,3777,51.23,62.6,63.03,67.28,66.2,48.93,70.53,46.23,34.43,67.28,63.57,61.99,51.3,74.5,59.09,65.29,59.41,59.81,73.85,46.47,29.49,68.07,52,69.42
India,Bihar,Rohtas,"Calendar Year (Jan - Dec), 2017",3,183,1752,45.03,53.47,63.86,64.81,63.31,62.75,62.84,48.63,29.27,69.01,64.69,62.71,47.06,75,58,73.97,52.57,54.45,77.35,35.29,32.83,76.54,50.24,70.38
India,Bihar,Saharsa,"Calendar Year (Jan - Dec), 2017",3,180,4041,48.78,59.21,60.93,64.37,62.35,49.49,65.78,41.43,24.32,63.1,66.62,64.47,56.06,74.98,56.47,66.96,54.86,58.05,68.79,36.5,27.19,69.78,50.54,69.12
India,Bihar,Samastipur,"Calendar Year (Jan - Dec), 2017",3,177,4158,56.42,56.4,62.53,68.47,61.64,55.73,71.72,43.29,35.61,68.11,68.26,67.26,53.15,72.8,58.79,68.98,62.48,63.85,70.83,42.12,37.06,70.06,56.99,69.34
India,Bihar,Saran,"Calendar Year (Jan - Dec), 2017",3,180,3753,58.19,49.44,68.32,70.98,70.17,56.55,70.18,48.28,29.6,71.54,70.88,67.74,57.83,79.14,59.75,66.99,57.63,61.39,74.79,45.05,32.8,73.14,50.66,67.15
India,Bihar,Sheikhpura,"Calendar Year (Jan - Dec), 2017",3,183,3522,52.13,53.94,60.74,65.5,61.9,55.93,67.38,42.59,25,67.29,62.23,58.99,50.93,71.55,55.24,64.57,55.03,60.82,71.79,37.97,39.9,68.06,49.36,69.93
India,Bihar,Sheohar,"Calendar Year (Jan - Dec), 2017",3,180,4347,60.94,64.92,67.56,67.25,68.51,56.41,71.57,46.03,31.77,75.5,68,65.41,53.31,76.19,60.09,67.18,54.8,60.52,76.21,42.07,34.53,73.71,51.12,66.46
India,Bihar,Sitamarhi,"Calendar Year (Jan - Dec), 2017",3,183,4266,61.74,59.57,62.6,64.14,63.9,49.58,68.64,53.73,20,67.37,68.28,63.83,53.19,72.57,58.19,69.69,55.49,64.14,72.1,40.44,32.29,72.93,55.32,70.25
India,Bihar,Siwan,"Calendar Year (Jan - Dec), 2017",3,174,3540,51.61,51.47,62.98,63.39,62.73,49.42,69.07,43.64,36.22,67.2,64.16,62.15,50.25,70.68,55.82,60.13,56.02,58.47,70.63,37.48,37.61,65.85,49.23,62.8
India,Bihar,Supaul,"Calendar Year (Jan - Dec), 2017",3,183,3561,55.6,59.56,63.24,64.87,64.77,53.24,72.96,48.78,24.4,66.47,64.63,62.97,55.07,72.45,56.54,63.44,57.37,61.42,68.19,37.1,29.52,70.43,46.97,68.74
India,Bihar,Vaishali,"Calendar Year (Jan - Dec), 2017",3,183,3894,52.85,58.89,62.05,65.41,61.85,53.3,69.34,47.38,33.69,68.8,67.02,65.27,56.84,72.8,57.56,64.68,56.01,60.09,70.59,46.24,33.23,67.87,50.5,67.64
India,Chandigarh,Chandigarh,"Calendar Year (Jan - Dec), 2017",3,339,8559,68.17,70.68,75.51,79.04,76.36,64.54,77.64,62.11,48.64,84.3,74.61,74.23,65.63,78.97,63.37,69.87,65.79,67.89,86.22,66.64,43.88,83.46,65.98,85.17
India,Chhattisgarh,Balod,"Calendar Year (Jan - Dec), 2017",3,183,2940,56.94,52.77,66.49,70.1,67.31,58.01,76.02,55.71,42.92,87.04,71.51,67.02,49.7,76.02,56.22,57.76,62.76,59.39,80.3,55.78,51.13,69.39,49.64,81.02
India,Chhattisgarh,Balodabazar-Bhatapara,"Calendar Year (Jan - Dec), 2017",3,183,3654,51.89,48.74,62.12,64.86,64.7,55.84,69.38,50.9,28.67,79.15,65.35,57.83,49.6,78.24,56.32,56.44,55.58,61.74,75.37,52.32,47.72,70.28,52.58,75.62
India,Chhattisgarh,Bastar,"Calendar Year (Jan - Dec), 2017",3,171,2133,47.26,54.9,64.73,65.12,67.37,64.97,65.68,53.45,27.45,73.42,70.49,65.37,53.67,78.48,54.67,65.68,60.06,63.15,82.3,40.68,36.69,78.06,51.23,75.81
India,Chhattisgarh,Bemetara,"Calendar Year (Jan - Dec), 2017",3,183,3999,51.99,47.74,61.39,63.62,60.84,50.07,61.82,49.81,35.24,73.97,64.39,59.26,51.79,72.99,54.75,58.66,51.76,54.31,78.42,50.52,39.31,69.62,49.46,71.19
India,Chhattisgarh,Bijapur,"Calendar Year (Jan - Dec), 2017",3,183,3333,37.17,53.07,57.88,60.4,61.96,53.14,66.43,47.88,19.74,64.9,60.63,57.59,44.51,67.15,48.78,54.59,48.51,52.3,67.78,41.81,28.49,70.12,40.18,65.26
India,Chhattisgarh,Bilaspur,"Calendar Year (Jan - Dec), 2017",3,183,4089,48.5,52.61,56.18,56.57,56.45,49.13,61.41,48.57,36.96,67.5,59.97,56.67,40.9,63.68,44.59,52.93,49.82,53.56,68.73,38.15,39.64,60.53,44.95,61.7
India,Chhattisgarh,Dakshin Bastar Dantewada,"Calendar Year (Jan - Dec), 2017",3,174,2421,41.14,50.51,56.85,56.44,58.88,44.34,59.85,42.38,36.73,67.78,55.06,50.95,40.24,65.8,47.17,48.27,48.7,46.1,70.06,45.06,35.97,65.06,46.01,66.67
India,Chhattisgarh,Dhamtari,"Calendar Year (Jan - Dec), 2017",3,180,2808,38.78,39.78,51.47,47.49,48.51,44.12,55.88,37.82,30.22,72.65,54.36,46.77,34.35,66.24,41.95,41.4,44.55,42.52,64.11,36.13,38.91,52.14,34.11,64.64
India,Chhattisgarh,Durg,"Calendar Year (Jan - Dec), 2017",3,183,4257,63.28,63.27,71.87,74.03,77.3,64.54,78.93,65.47,37.73,85.84,74.95,74.02,59.63,82.45,63.99,68.92,66.03,71.39,83.36,62.05,37.59,79.63,60.75,80.2
India,Chhattisgarh,Gariyaband,"Calendar Year (Jan - Dec), 2017",3,180,2505,46.71,47.84,61.24,59.58,60.93,48.45,60.48,47.66,31.49,71.38,62.71,58.59,43.68,72.34,48.11,54.79,49.34,51.26,72.74,39.86,38.46,73.65,48.53,69.22
